,phen,male_count,female_count,combined_count
6509,M6514,16,28,44
6510,M6515,2,0,2
6511,M6516,3,4,7
6512,M652,5,7,12
6513,M6521,2,8,10
6514,M6524,0,2,2
6515,M6525,1,1,2
6516,M6526,2,2,4
6517,M6527,2,2,4
6518,M6529,1,0,1
6519,M653,822,978,1800
6520,M6530,0,2,2
6521,M6532,0,2,2
6522,M6533,3,1,4
6523,M6534,330,506,836
6524,M6535,0,1,1
6525,M6536,1,0,1
6526,M6539,4,2,6
6527,M654,33,105,138
6528,M6543,16,82,98
6529,M6544,12,42,54
6530,M6549,0,3,3
6531,M655,8,0,8
6532,M658,41,36,77
6533,M6580,0,1,1
6534,M6581,9,11,20
6535,M6582,0,2,2
6536,M6583,8,17,25
6537,M6584,22,32,54
6538,M6585,3,6,9
6539,M6586,26,21,47
6540,M6587,4,15,19
6541,M6588,0,3,3
6542,M6589,0,3,3
6543,M659,150,180,330
6544,M6590,12,18,30
6545,M6591,124,132,256
6546,M6592,20,19,39
6547,M6593,57,90,147
6548,M6594,55,127,182
6549,M6595,16,42,58
6550,M6596,376,340,716
6551,M6597,90,162,252
6552,M6598,1,2,3
6553,M6599,4,6,10
6554,M660,49,49,98
6555,M6605,1,0,1
6556,M6606,33,30,63
6557,M6609,3,0,3
6558,M661,0,1,1
6559,M6619,0,1,1
6560,M662,62,18,80
6561,M6622,1,1,2
6562,M6623,3,6,9
6563,M6624,23,45,68
6564,M6625,1,0,1
6565,M6626,1,2,3
6566,M6627,9,4,13
6567,M663,8,8,16
6568,M6631,4,5,9
6569,M6632,0,1,1
6570,M6633,1,3,4
6571,M6634,7,14,21
6572,M6635,0,1,1
6573,M6636,8,2,10
6574,M6637,3,3,6
6575,M664,3,6,9
6576,M6641,8,2,10
6577,M6642,3,1,4
6578,M6643,1,0,1
6579,M6644,1,3,4
6580,M6645,4,2,6
6581,M6646,16,9,25
6582,M6647,15,8,23
6583,M665,8,9,17
6584,M6651,1,1,2
6585,M6652,4,2,6
6586,M6654,2,4,6
6587,M6655,3,0,3
6588,M6656,5,1,6
6589,M6657,6,2,8
6590,M6658,1,0,1
6591,M668,2,0,2
6592,M670,13,13,26
6593,M671,38,52,90
6594,M672,40,42,82
6595,M674,803,1640,2443
6596,M6743,15,23,38
6597,M6745,1,0,1
6598,M6747,4,15,19
6599,M6749,0,2,2
6600,M678,258,280,538
6601,M679,89,121,210
6602,M6796,0,1,1
6603,M700,3,1,4
6604,M7003,1,0,1
6605,M7004,2,3,5
6606,M701,3,0,3
6607,M7014,2,0,2
6608,M702,283,31,314
6609,M7020,1,0,1
6610,M7021,1,1,2
6611,M7022,75,15,90
6612,M7023,6,1,7
6613,M7029,2,2,4
6614,M703,483,14,497
6615,M7032,14,1,15
6616,M704,124,30,154
6617,M7046,70,16,86
6618,M705,66,23,89
6619,M7056,19,6,25
6620,M706,97,445,542
6621,M7062,0,2,2
6622,M7065,31,147,178
6623,M7069,1,7,8
6624,M707,14,58,72
6625,M7075,5,10,15
6626,M7079,0,1,1
6627,M708,19,3,22
6628,M7081,1,3,4
6629,M7084,0,1,1
6630,M7085,0,1,1
6631,M7086,1,0,1
6632,M7089,0,2,2
6633,M709,1,2,3
6634,M7091,0,1,1
6635,M7092,1,0,1
6636,M7093,0,1,1
6637,M7095,1,0,1
6638,M7099,0,1,1
6639,M710,1,1,2
6640,M7102,3,0,3
6641,M7105,0,1,1
6642,M7106,6,5,11
6643,M7107,1,0,1
6644,M711,11,2,13
6645,M7112,24,3,27
6646,M7113,4,0,4
6647,M7115,0,1,1
6648,M7116,16,1,17
6649,M7117,0,1,1
6650,M712,131,150,281
6651,M7126,58,84,142
6652,M7127,0,1,1
6653,M7129,1,3,4
6654,M713,17,13,30
6655,M7131,0,2,2
6656,M7132,2,2,4
6657,M7133,2,0,2
6658,M7134,11,14,25
6659,M7135,0,1,1
6660,M7136,2,4,6
6661,M7137,7,6,13
6662,M7138,23,59,82
6663,M714,1,0,1
6664,M7141,2,3,5
6665,M7145,1,0,1
6666,M7148,0,1,1
6667,M715,1,1,2
6668,M7151,1,1,2
6669,M7152,3,0,3
6670,M7155,2,5,7
6671,M7156,3,4,7
6672,M7157,0,4,4
6673,M7158,0,2,2
6674,M7159,0,1,1
6675,M718,4,0,4
6676,M7181,3,10,13
6677,M7182,4,1,5
6678,M7185,0,4,4
6679,M7186,2,0,2
6680,M7187,0,5,5
6681,M7188,0,1,1
6682,M719,13,12,25
6683,M7191,3,5,8
6684,M7192,4,1,5
6685,M7193,1,0,1
6686,M7194,0,1,1
6687,M7195,0,9,9
6688,M7196,5,3,8
6689,M7197,1,14,15
6690,M7198,1,1,2
6691,M7199,1,4,5
6692,M720,1802,576,2378
6693,M7200,6,1,7
6694,M7201,0,1,1
6695,M7202,1,0,1
6696,M7203,1,0,1
6697,M7204,1016,290,1306
6698,M7207,1,4,5
6699,M7208,2,0,2
6700,M7209,17,1,18
6701,M721,4,4,8
6702,M7214,8,8,16
6703,M722,71,132,203
6704,M7220,1,0,1
6705,M7226,0,1,1
6706,M7227,34,74,108
6707,M7228,0,1,1
6708,M7229,3,4,7
6709,M723,1,1,2
6710,M7235,0,1,1
6711,M7236,1,1,2
6712,M7237,1,0,1
6713,M7238,0,1,1
6714,M7242,1,1,2
6715,M7244,0,1,1
6716,M7248,1,0,1
6717,M725,13,5,18
6718,M7250,2,0,2
6719,M7252,2,0,2
6720,M7253,2,2,4
6721,M7255,2,2,4
6722,M7256,2,2,4
6723,M7257,1,1,2
6724,M7258,5,5,10
6725,M7259,3,0,3
6726,M726,2,3,5
6727,M7260,1,3,4
6728,M7262,1,0,1
6729,M7263,1,0,1
6730,M7265,2,3,5
6731,M7266,4,1,5
6732,M7267,0,1,1
6733,M7268,2,7,9
6734,M728,1,2,3
6735,M7282,0,1,1
6736,M7285,1,0,1
6737,M7287,0,2,2
6738,M7288,2,0,2
6739,M729,4,2,6
6740,M7291,1,1,2
6741,M7293,0,1,1
6742,M7294,4,6,10
6743,M7295,1,0,1
6744,M7296,1,1,2
6745,M7297,2,1,3
6746,M7298,1,1,2
6747,M7304,1,0,1
6748,M731,2,0,2
6749,M736,5,0,5
6750,M75,0,1,1
6751,M750,562,951,1513
6752,M751,1798,1670,3468
6753,M752,100,92,192
6754,M753,110,222,332
6755,M754,2105,2402,4507
6756,M755,317,378,695
6757,M758,624,677,1301
6758,M7581,6,5,11
6759,M759,43,41,84
6760,M760,1,15,16
6761,M7600,0,1,1
6762,M7605,1,12,13
6763,M761,1,7,8
6764,M7615,1,8,9
6765,M7619,0,1,1
6766,M7629,0,1,1
6767,M763,41,5,46
6768,M7635,0,3,3
6769,M7637,1,0,1
6770,M764,24,48,72
6771,M7646,0,2,2
6772,M765,12,7,19
6773,M7656,11,3,14
6774,M7658,1,0,1
6775,M7659,1,0,1
6776,M766,41,49,90
6777,M7660,0,1,1
6778,M7666,16,20,36
6779,M7667,33,39,72
6780,M7669,1,1,2
6781,M767,3,6,9
6782,M7676,1,0,1
6783,M7677,3,4,7
6784,M768,13,19,32
6785,M7685,5,11,16
6786,M7686,17,12,29
6787,M7687,6,13,19
6788,M769,0,4,4
6789,M7695,0,2,2
6790,M7696,1,1,2
6791,M7697,0,3,3
6792,M7699,0,1,1
6793,M770,35,47,82
6794,M7702,37,54,91
6795,M7703,2,0,2
6796,M771,165,175,340
6797,M7710,1,0,1
6798,M7711,1,0,1
6799,M7712,106,146,252
6800,M7713,5,4,9
6801,M7715,1,0,1
6802,M7718,0,1,1
6803,M772,0,1,1
6804,M7723,1,0,1
6805,M773,10,20,30
6806,M7731,1,1,2
6807,M7737,2,10,12
6808,M7739,0,1,1
6809,M774,48,198,246
6810,M7740,0,1,1
6811,M7744,0,1,1
6812,M7746,0,1,1
6813,M7747,12,130,142
6814,M7749,0,5,5
6815,M775,15,56,71
6816,M7754,1,0,1
6817,M7757,6,33,39
6818,M778,3,0,3
6819,M7782,2,1,3
6820,M7783,1,0,1
6821,M7784,1,2,3
6822,M7785,1,0,1
6823,M7786,1,0,1
6824,M7787,2,1,3
6825,M779,33,40,73
6826,M7790,1,0,1
6827,M7791,57,91,148
6828,M7792,15,0,15
6829,M7793,4,4,8
6830,M7794,6,9,15
6831,M7795,3,9,12
6832,M7796,9,8,17
6833,M7797,14,36,50
6834,M7798,0,5,5
6835,M7799,1,2,3
6836,M790,47,277,324
6837,M7900,23,104,127
6838,M7901,1,12,13
6839,M7903,1,1,2
6840,M7904,2,2,4
6841,M7905,0,4,4
6842,M7906,1,5,6
6843,M7907,2,4,6
6844,M7908,8,21,29
6845,M7909,55,439,494
6846,M791,57,75,132
6847,M7910,50,51,101
6848,M7911,15,17,32
6849,M7912,2,2,4
6850,M7913,1,2,3
6851,M7914,0,1,1
6852,M7915,17,28,45
6853,M7916,15,28,43
6854,M7917,1,1,2
6855,M7918,37,58,95
6856,M7919,47,43,90
6857,M792,62,95,157
6858,M7920,19,15,34
6859,M7921,1,5,6
6860,M7922,1,3,4
6861,M7923,8,3,11
6862,M7924,3,1,4
6863,M7925,18,19,37
6864,M7926,23,27,50
6865,M7927,10,7,17
6866,M7928,32,46,78
6867,M7929,24,32,56
6868,M793,4,4,8
6869,M7930,2,1,3
6870,M7935,1,1,2
6871,M7936,1,4,5
6872,M7938,4,2,6
6873,M7939,2,4,6
6874,M794,14,16,30
6875,M7946,24,29,53
6876,M795,23,21,44
6877,M7950,0,1,1
6878,M7952,3,2,5
6879,M7953,4,5,9
6880,M7954,69,67,136
6881,M7955,1,4,5
6882,M7956,5,8,13
6883,M7957,9,17,26
6884,M7958,7,10,17
6885,M7959,0,1,1
6886,M796,457,705,1162
6887,M7960,166,189,355
6888,M7961,30,44,74
6889,M7962,141,182,323
6890,M7963,62,70,132
6891,M7964,67,96,163
6892,M7965,229,450,679
6893,M7966,1061,1555,2616
6894,M7967,178,328,506
6895,M7968,8,18,26
6896,M7969,99,151,250
6897,M797,111,785,896
6898,M7970,8,67,75
6899,M7971,0,2,2
6900,M7973,0,1,1
6901,M7974,0,1,1
6902,M7975,0,2,2
6903,M7976,0,4,4
6904,M7977,0,1,1
6905,M7978,2,7,9
6906,M7979,53,354,407
6907,M798,317,452,769
6908,M7980,50,70,120
6909,M7981,3,3,6
6910,M7982,35,45,80
6911,M7983,32,42,74
6912,M7984,78,91,169
6913,M7985,52,76,128
6914,M7986,1372,1532,2904
6915,M7987,100,127,227
6916,M7988,32,27,59
6917,M7989,82,96,178
6918,M799,13,20,33
6919,M7990,1,2,3
6920,M7991,0,3,3
6921,M7992,4,1,5
6922,M7993,2,4,6
6923,M7994,8,2,10
6924,M7995,4,3,7
6925,M7996,17,33,50
6926,M7997,6,8,14
6927,M7998,6,7,13
6928,M7999,3,16,19
6929,M800,2,6,8
6930,M8000,29,61,90
6931,M8001,3,1,4
6932,M8003,0,1,1
6933,M8008,0,5,5
6934,M801,1,1,2
6935,M8010,16,70,86
6936,M8028,1,1,2
6937,M804,1,0,1
6938,M8040,0,1,1
6939,M8041,1,0,1
6940,M8048,3,1,4
6941,M8049,1,1,2
6942,M805,1,2,3
6943,M8050,13,25,38
6944,M8052,6,10,16
6945,M8053,1,0,1
6946,M8055,0,1,1
6947,M8058,0,1,1
6948,M808,1,3,4
6949,M8080,0,1,1
6950,M8081,4,3,7
6951,M8082,0,1,1
6952,M8086,1,0,1
6953,M8088,7,18,25
6954,M8089,1,1,2
6955,M809,19,37,56
6956,M8090,99,114,213
6957,M8091,1,2,3
6958,M8092,0,2,2
6959,M8093,0,7,7
6960,M8094,0,5,5
6961,M8095,2,14,16
6962,M8096,0,2,2
6963,M8097,1,1,2
6964,M8098,86,219,305
6965,M8099,7,29,36
6966,M810,0,19,19
6967,M8100,0,9,9
6968,M8102,0,1,1
6969,M8105,0,1,1
6970,M8108,0,1,1
6971,M8109,0,30,30
6972,M811,1,3,4
6973,M8110,1,5,6
6974,M812,2,3,5
6975,M8120,29,8,37
6976,M813,0,1,1
6977,M8130,7,5,12
6978,M8138,0,1,1
6979,M814,79,44,123
6980,M8140,68,28,96
6981,M8144,0,2,2
6982,M8145,0,1,1
6983,M8147,1,0,1
6984,M8149,9,11,20
6985,M815,0,4,4
6986,M8150,1,1,2
6987,M8151,0,1,1
6988,M8155,0,1,1
6989,M816,1,1,2
6990,M8167,0,1,1
6991,M8168,2,0,2
6992,M8169,1,1,2
6993,M818,2,10,12
6994,M8180,1,3,4
6995,M8185,2,0,2
6996,M8187,0,1,1
6997,M8188,1,2,3
6998,M8189,3,7,10
6999,M819,641,3150,3791
7000,M8190,43,228,271
7001,M8191,2,7,9
7002,M8192,1,4,5
7003,M8193,0,16,16
7004,M8194,3,5,8
7005,M8195,9,66,75
7006,M8196,8,19,27
7007,M8197,10,28,38
7008,M8198,64,245,309
7009,M8199,492,2459,2951
7010,M82,0,1,1
7011,M820,0,1,1
7012,M8200,1,0,1
7013,M8201,0,1,1
7014,M8206,1,0,1
7015,M8208,1,0,1
7016,M8209,1,0,1
7017,M821,4,6,10
7018,M8210,18,19,37
7019,M8211,25,24,49
7020,M8213,0,1,1
7021,M8219,0,2,2
7022,M831,3,3,6
7023,M8310,0,3,3
7024,M8312,6,4,10
7025,M832,0,2,2
7026,M8329,0,1,1
7027,M8330,0,7,7
7028,M834,0,2,2
7029,M8340,0,2,2
7030,M838,1,0,1
7031,M8380,0,10,10
7032,M8381,0,1,1
7033,M8385,1,0,1
7034,M8388,0,1,1
7035,M839,3,3,6
7036,M8395,1,1,2
7037,M8396,1,1,2
7038,M8397,1,1,2
7039,M8398,0,2,2
7040,M8399,3,2,5
7041,M840,15,24,39
7042,M8400,1,1,2
7043,M8401,16,13,29
7044,M8402,13,14,27
7045,M8403,27,104,131
7046,M8404,15,16,31
7047,M8405,11,10,21
7048,M8406,24,9,33
7049,M8407,13,25,38
7050,M8408,4,4,8
7051,M841,64,35,99
7052,M8410,5,0,5
7053,M8411,69,56,125
7054,M8412,48,55,103
7055,M8413,51,41,92
7056,M8414,26,14,40
7057,M8415,43,66,109
7058,M8416,73,25,98
7059,M8417,58,85,143
7060,M8418,13,7,20
7061,M8419,1,3,4
7062,M842,7,3,10
7063,M8421,6,2,8
7064,M8422,1,5,6
7065,M8423,0,4,4
7066,M8424,1,0,1
7067,M8425,2,4,6
7068,M8426,7,1,8
7069,M8427,2,3,5
7070,M8428,0,1,1
7071,M843,3,6,9
7072,M8430,0,1,1
7073,M8435,5,8,13
7074,M8436,1,5,6
7075,M8437,5,9,14
7076,M8438,1,3,4
7077,M8439,0,1,1
7078,M844,11,8,19
7079,M8440,3,3,6
7080,M8441,0,9,9
7081,M8442,6,7,13
7082,M8443,1,0,1
7083,M8444,2,0,2
7084,M8445,13,17,30
7085,M8446,2,1,3
7086,M8447,3,1,4
7087,M8448,38,24,62
7088,M848,3,5,8
7089,M8480,0,4,4
7090,M8481,0,2,2
7091,M8483,4,6,10
7092,M8484,0,2,2
7093,M8485,0,1,1
7094,M8486,3,2,5
7095,M8487,2,12,14
7096,M8488,0,2,2
7097,M849,13,11,24
7098,M8491,1,1,2
7099,M8492,1,0,1
7100,M8493,0,1,1
7101,M8494,1,0,1
7102,M8495,2,0,2
7103,M8497,0,2,2
7104,M8499,0,1,1
7105,M850,0,3,3
7106,M8500,1,67,68
7107,M8503,0,5,5
7108,M8504,0,2,2
7109,M8505,2,1,3
7110,M8506,1,0,1
7111,M8508,3,2,5
7112,M8509,2,0,2
7113,M8510,0,2,2
7114,M852,1,12,13
7115,M8520,0,10,10
7116,M8521,0,4,4
7117,M8522,0,6,6
7118,M8528,0,3,3
7119,M854,1,3,4
7120,M8540,0,1,1
7121,M8542,0,1,1
7122,M8543,0,1,1
7123,M8544,2,1,3
7124,M8545,7,5,12
7125,M8546,5,2,7
7126,M8547,2,6,8
7127,M8548,0,2,2
7128,M8550,1,0,1
7129,M8555,0,1,1
7130,M8559,0,1,1
7131,M856,9,17,26
7132,M8560,0,1,1
7133,M8561,2,0,2
7134,M8562,0,1,1
7135,M8563,2,0,2
7136,M8564,5,11,16
7137,M8565,22,34,56
7138,M8566,12,6,18
7139,M8567,11,20,31
7140,M8568,7,4,11
7141,M8569,1,0,1
7142,M858,75,473,548
7143,M8580,9,44,53
7144,M8581,2,5,7
7145,M8582,2,4,6
7146,M8583,1,11,12
7147,M8584,2,3,5
7148,M8585,23,46,69
7149,M8586,5,11,16
7150,M8587,8,16,24
7151,M8588,7,38,45
7152,M8589,38,215,253
7153,M859,3,19,22
7154,M8590,0,2,2
7155,M8594,0,1,1
7156,M8595,2,4,6
7157,M8597,2,0,2
7158,M8598,2,2,4
7159,M8599,1,15,16
7160,M861,3,0,3
7161,M8612,1,0,1
7162,M8614,0,1,1
7163,M8615,1,0,1
7164,M8616,1,0,1
7165,M8617,10,5,15
7166,M8618,3,0,3
7167,M863,1,0,1
7168,M864,3,0,3
7169,M8641,1,0,1
7170,M8642,1,0,1
7171,M8643,1,0,1
7172,M8645,4,0,4
7173,M8646,7,0,7
7174,M8647,5,1,6
7175,M8648,2,2,4
7176,M8650,1,0,1
7177,M8655,1,0,1
7178,M866,16,5,21
7179,M8660,0,1,1
7180,M8661,2,0,2
7181,M8662,0,1,1
7182,M8663,0,1,1
7183,M8664,4,1,5
7184,M8665,8,2,10
7185,M8666,16,2,18
7186,M8667,24,8,32
7187,M8668,3,5,8
7188,M8669,2,6,8
7189,M868,6,9,15
7190,M8680,1,1,2
7191,M8683,1,0,1
7192,M8684,1,1,2
7193,M8685,2,3,5
7194,M8686,5,8,13
7195,M8687,10,9,19
7196,M8688,2,4,6
7197,M8689,2,1,3
7198,M869,53,22,75
7199,M8690,3,1,4
7200,M8691,2,1,3
7201,M8692,2,1,3
7202,M8693,0,4,4
7203,M8694,10,14,24
7204,M8695,17,11,28
7205,M8696,33,6,39
7206,M8697,147,37,184
7207,M8698,22,9,31
7208,M8699,18,9,27
7209,M8700,0,1,1
7210,M8701,0,1,1
7211,M8705,4,4,8
7212,M8707,0,1,1
7213,M871,1,2,3
7214,M8711,0,1,1
7215,M8712,2,0,2
7216,M8715,4,4,8
7217,M8717,0,1,1
7218,M8718,0,2,2
7219,M872,6,7,13
7220,M8720,24,44,68
7221,M8721,0,4,4
7222,M8722,3,0,3
7223,M8724,2,4,6
7224,M8725,6,6,12
7225,M8726,0,1,1
7226,M8727,6,6,12
7227,M8728,0,1,1
7228,M873,4,0,4
7229,M8731,0,1,1
7230,M8735,6,1,7
7231,M8736,1,0,1
7232,M8738,0,1,1
7233,M878,6,7,13
7234,M8780,1,3,4
7235,M8784,1,0,1
7236,M8785,10,13,23
7237,M8786,3,2,5
7238,M8787,1,0,1
7239,M8788,1,1,2
7240,M879,18,20,38
7241,M8790,1,2,3
7242,M8791,5,13,18
7243,M8792,0,2,2
7244,M8793,3,0,3
7245,M8794,2,0,2
7246,M8795,89,102,191
7247,M8796,11,20,31
7248,M8797,9,16,25
7249,M8798,6,9,15
7250,M8799,2,1,3
7251,M88,2,0,2
7252,M880,0,2,2
7253,M8800,2,3,5
7254,M888,3,0,3
7255,M8880,2,0,2
7256,M8881,1,1,2
7257,M8885,15,1,16
7258,M8886,1,1,2
7259,M8888,4,3,7
7260,M8889,0,1,1
7261,M889,25,12,37
7262,M8890,10,128,138
7263,M8891,1,0,1
7264,M8894,0,1,1
7265,M8895,8,8,16
7266,M8896,1,1,2
7267,M8898,3,1,4
7268,M8899,16,10,26
7269,M890,10,26,36
7270,M8900,2,6,8
7271,M8901,1,5,6
7272,M8902,2,4,6
7273,M8903,7,14,21
7274,M8904,6,25,31
7275,M8905,0,4,4
7276,M8906,6,17,23
7277,M8907,7,14,21
7278,M8908,1,1,2
7279,M8909,5,10,15
7280,M892,0,1,1
7281,M8920,1,0,1
7282,M8926,1,0,1
7283,M8927,1,4,5
7284,M893,5,10,15
7285,M8930,0,1,1
7286,M8931,1,1,2
7287,M8932,1,2,3
7288,M8933,2,1,3
7289,M8934,2,0,2
7290,M8935,2,2,4
7291,M8936,0,3,3
7292,M8937,13,22,35
7293,M8938,4,14,18
7294,M8939,1,0,1
7295,M894,0,2,2
7296,M8940,4,5,9
7297,M8945,1,0,1
7298,M8946,1,1,2
7299,M8947,0,1,1
7300,M895,6,6,12
7301,M8951,1,1,2
7302,M8952,1,1,2
7303,M8954,1,0,1
7304,M8955,19,27,46
7305,M8956,3,0,3
7306,M8957,0,1,1
7307,M8958,1,2,3
7308,M8960,3,2,5
7309,M8965,1,0,1
7310,M8966,1,2,3
7311,M8969,0,2,2
7312,M898,43,50,93
7313,M8980,5,4,9
7314,M8981,10,13,23
7315,M8982,2,1,3
7316,M8983,4,6,10
7317,M8984,4,9,13
7318,M8985,16,24,40
7319,M8986,31,18,49
7320,M8987,24,50,74
7321,M8988,19,20,39
7322,M8989,6,5,11
7323,M899,69,101,170
7324,M8990,5,4,9
7325,M8991,7,5,12
7326,M8992,7,6,13
7327,M8993,3,7,10
7328,M8994,18,29,47
7329,M8995,26,25,51
7330,M8996,25,16,41
7331,M8997,73,236,309
7332,M8998,18,20,38
7333,M8999,3,3,6
7334,M900,1,0,1
7335,M9000,0,1,1
7336,M9010,0,17,17
7337,M9011,0,1,1
7338,M9013,0,1,1
7339,M9014,0,2,2
7340,M9050,1,0,1
7341,M9054,1,0,1
7342,M9057,1,0,1
7343,M9061,9,0,9
7344,M907,35,20,55
7345,M9070,12,6,18
7346,M9071,10,6,16
7347,M9072,19,9,28
7348,M9074,1,0,1
7349,M9075,46,38,84
7350,M9076,5,3,8
7351,M9077,1,1,2
7352,M9078,71,37,108
7353,M9079,1,3,4
7354,M908,1,3,4
7355,M9080,2,3,5
7356,M9084,0,7,7
7357,M9085,1,0,1
7358,M9100,0,1,1
7359,M911,15,10,25
7360,M9115,5,6,11
7361,M9119,0,5,5
7362,M912,2,4,6
7363,M9120,10,9,19
7364,M9121,2,0,2
7365,M9122,1,0,1
7366,M9125,1,1,2
7367,M9129,0,1,1
7368,M913,0,1,1
7369,M9131,2,1,3
7370,M918,0,1,1
7371,M919,0,1,1
7372,M9195,0,1,1
7373,M9210,1,0,1
7374,M922,4,4,8
7375,M924,1,1,2
7376,M925,7,4,11
7377,M9250,0,1,1
7378,M9251,0,2,2
7379,M926,24,27,51
7380,M927,4,35,39
7381,M928,1,1,2
7382,M930,4,1,5
7383,M931,5,3,8
7384,M932,30,19,49
7385,M9326,1,2,3
7386,M938,31,44,75
7387,M9386,1,0,1
7388,M939,50,56,106
7389,M940,34,100,134
7390,M9400,1,0,1
7391,M9401,1,0,1
7392,M9408,3,6,9
7393,M9409,3,9,12
7394,M941,2,0,2
7395,M9410,1,0,1
7396,M9418,1,0,1
7397,M9419,3,0,3
7398,M942,12,10,22
7399,M9420,0,1,1
7400,M9421,3,4,7
7401,M9422,1,2,3
7402,M9423,0,1,1
7403,M9424,1,2,3
7404,M9425,0,2,2
7405,M9426,34,28,62
7406,M9427,3,2,5
7407,M9428,0,1,1
7408,M9429,0,1,1
7409,M943,1,1,2
7410,M9435,1,1,2
7411,M9436,2,3,5
7412,M948,30,49,79
7413,M9481,5,4,9
7414,M9482,1,1,2
7415,M9483,2,1,3
7416,M9484,0,3,3
7417,M9485,4,13,17
7418,M9486,68,56,124
7419,M9487,4,7,11
7420,M9488,31,58,89
7421,M9489,7,17,24
7422,M949,11,8,19
7423,M9492,1,0,1
7424,M9493,1,0,1
7425,M9494,0,1,1
7426,M9495,0,1,1
7427,M9496,15,23,38
7428,M9497,0,2,2
7429,M950,94,84,178
7430,M951,3,1,4
7431,M952,13,11,24
7432,M953,5,10,15
7433,M954,10,11,21
7434,M955,1,2,3
7435,M958,0,6,6
7436,M959,10,14,24
7437,M960,66,113,179
7438,M961,31,28,59
7439,M962,0,1,1
7440,M963,0,3,3
7441,M965,2,3,5
7442,M966,60,82,142
7443,M9663,0,1,1
7444,M9665,1,0,1
7445,M968,31,36,67
7446,M969,5,8,13
7447,M9911,1,2,3
7448,M9923,0,1,1
7449,M9931,2,0,2
7450,M9933,0,1,1
7451,M9940,1,0,1
7452,M9943,0,1,1
7453,M995,4,2,6
7454,M9950,6,6,12
7455,M9951,1,0,1
7456,M9953,14,8,22
7457,M996,2,0,2
7458,M9960,0,1,1
7459,M9961,2,1,3
7460,M9962,2,1,3
7461,M9963,1,0,1
7462,M997,5,3,8
7463,M9971,4,6,10
7464,M9973,5,11,16
7465,M9976,0,1,1
7466,M9977,0,1,1
7467,M998,7,7,14
7468,M9981,11,2,13
7469,M9983,3,11,14
7470,M9984,1,0,1
7471,M9989,1,2,3
7472,M999,0,2,2
7473,N001,3,0,3
7474,N002,2,3,5
7475,N004,0,1,1
7476,N007,1,1,2
7477,N008,4,1,5
7478,N009,8,4,12
7479,N012,13,0,13
7480,N015,0,1,1
7481,N017,2,0,2
7482,N018,0,2,2
7483,N019,4,1,5
7484,N020,2,5,7
7485,N021,5,1,6
7486,N022,15,4,19
7487,N023,7,3,10
7488,N025,1,0,1
7489,N026,1,1,2
7490,N028,89,32,121
7491,N029,222,228,450
7492,N030,2,0,2
7493,N031,9,5,14
7494,N032,8,0,8
7495,N033,5,0,5
7496,N034,2,0,2
7497,N035,6,2,8
7498,N036,1,0,1
7499,N037,1,1,2
7500,N038,4,5,9
7501,N039,357,307,664
7502,N040,5,7,12
7503,N041,7,8,15
7504,N042,12,5,17
7505,N043,0,3,3
7506,N045,4,0,4
7507,N047,1,0,1
7508,N048,6,2,8
7509,N049,84,52,136
7510,N050,3,3,6
7511,N051,18,11,29
7512,N052,25,17,42
7513,N053,7,6,13
7514,N054,2,2,4
7515,N055,9,9,18
7516,N056,1,1,2
7517,N057,12,8,20
7518,N058,12,18,30
7519,N059,79,48,127
7520,N060,0,1,1
7521,N061,1,1,2
7522,N062,1,0,1
7523,N063,27,0,27
7524,N066,1,0,1
7525,N068,3,0,3
7526,N069,2,2,4
7527,N071,4,0,4
7528,N079,1,1,2
7529,N081,6,6,12
7530,N082,4,4,8
7531,N083,175,69,244
7532,N084,7,6,13
7533,N085,36,35,71
7534,N088,1,0,1
7535,N089,1,0,1
7536,N092,2,0,2
7537,N099,1,0,1
7538,N10,53,124,177
7539,N101,1,0,1
7540,N108,1,0,1
7541,N110,4,12,16
7542,N111,29,13,42
7543,N112,9,0,9
7544,N113,22,0,22
7545,N114,1,0,1
7546,N115,1,0,1
7547,N118,3,1,4
7548,N119,41,61,102
7549,N12,248,655,903
7550,N130,60,80,140
7551,N131,125,94,219
7552,N132,473,190,663
7553,N133,728,570,1298
7554,N134,123,75,198
7555,N135,270,182,452
7556,N136,70,59,129
7557,N137,13,16,29
7558,N138,93,87,180
7559,N139,120,39,159
7560,N140,0,1,1
7561,N141,20,7,27
7562,N142,3,0,3
7563,N151,13,9,22
7564,N152,5,0,5
7565,N153,58,0,58
7566,N158,2,2,4
7567,N159,11,18,29
7568,N160,2,4,6
7569,N161,2,1,3
7570,N162,2,0,2
7571,N164,2,2,4
7572,N165,5,2,7
7573,N168,2,0,2
7574,N170,43,28,71
7575,N171,395,7,402
7576,N172,4,3,7
7577,N178,18,5,23
7578,N179,3929,2157,6086
7579,N180,165,110,275
7580,N181,26,16,42
7581,N182,147,145,292
7582,N183,1516,1524,3040
7583,N184,268,176,444
7584,N185,261,152,413
7585,N188,35,19,54
7586,N189,1780,1190,2970
7587,N19,899,465,1364
7588,N191,2,0,2
7589,N192,3,0,3
7590,N200,2001,967,2968
7591,N201,1594,505,2099
7592,N202,241,79,320
7593,N203,1,0,1
7594,N209,71,37,108
7595,N210,573,113,686
7596,N211,43,4,47
7597,N218,21,5,26
7598,N219,6,1,7
7599,N224,1,0,1
7600,N23,1101,464,1565
7601,N242,2,0,2
7602,N248,1,0,1
7603,N250,3,3,6
7604,N251,8,8,16
