lam,alpha,accuracy,error
0.3,0.0,0.7715047167815898,0.19140625
0.3,0.1,0.7708532509835442,0.19140625
0.3,0.2,0.7708532509835442,0.19205729166666666
0.3,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.3,0.4,0.7708532509835442,0.19205729166666666
0.3,0.5,0.7721561825796354,0.19205729166666666
0.3,0.6000000000000001,0.7734569990270316,0.19205729166666666
0.3,0.7000000000000001,0.772805533228986,0.19205729166666666
0.3,0.8,0.772805533228986,0.19205729166666666
0.3,0.9,0.7721540674309404,0.19205729166666666
0.31,0.0,0.7715047167815898,0.19140625
0.31,0.1,0.7708532509835442,0.19140625
0.31,0.2,0.7708532509835442,0.19205729166666666
0.31,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.31,0.4,0.7708532509835442,0.19205729166666666
0.31,0.5,0.7715047167815898,0.19205729166666666
0.31,0.6000000000000001,0.7734569990270316,0.19205729166666666
0.31,0.7000000000000001,0.772805533228986,0.19205729166666666
0.31,0.8,0.772805533228986,0.19205729166666666
0.31,0.9,0.7721540674309404,0.19205729166666666
0.32,0.0,0.7715047167815898,0.19140625
0.32,0.1,0.7708532509835442,0.19140625
0.32,0.2,0.7708532509835442,0.19205729166666666
0.32,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.32,0.4,0.7708532509835442,0.19205729166666666
0.32,0.5,0.7715047167815898,0.19205729166666666
0.32,0.6000000000000001,0.7721561825796354,0.19205729166666666
0.32,0.7000000000000001,0.772805533228986,0.19205729166666666
0.32,0.8,0.772805533228986,0.19205729166666666
0.32,0.9,0.7721540674309404,0.19205729166666666
0.33,0.0,0.7715047167815898,0.19140625
0.33,0.1,0.7708532509835442,0.19140625
0.33,0.2,0.7708532509835442,0.19205729166666666
0.33,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.33,0.4,0.7708532509835442,0.19205729166666666
0.33,0.5,0.7715047167815898,0.19205729166666666
0.33,0.6000000000000001,0.7721561825796354,0.19205729166666666
0.33,0.7000000000000001,0.772805533228986,0.19205729166666666
0.33,0.8,0.772805533228986,0.19205729166666666
0.33,0.9,0.772805533228986,0.19205729166666666
0.34,0.0,0.7715047167815898,0.19140625
0.34,0.1,0.7708532509835442,0.19140625
0.34,0.2,0.7708532509835442,0.19205729166666666
0.34,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.34,0.4,0.7708532509835442,0.19205729166666666
0.34,0.5,0.7715047167815898,0.19205729166666666
0.34,0.6000000000000001,0.7721561825796354,0.19205729166666666
0.34,0.7000000000000001,0.7734569990270316,0.19205729166666666
0.34,0.8,0.772805533228986,0.19205729166666666
0.34,0.9,0.772805533228986,0.19205729166666666
0.35000000000000003,0.0,0.7715047167815898,0.19140625
0.35000000000000003,0.1,0.7708532509835442,0.19140625
0.35000000000000003,0.2,0.7708532509835442,0.19205729166666666
0.35000000000000003,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.35000000000000003,0.4,0.7708532509835442,0.19205729166666666
0.35000000000000003,0.5,0.7715047167815898,0.19205729166666666
0.35000000000000003,0.6000000000000001,0.7721561825796354,0.19205729166666666
0.35000000000000003,0.7000000000000001,0.7734569990270316,0.19205729166666666
0.35000000000000003,0.8,0.772805533228986,0.19205729166666666
0.35000000000000003,0.9,0.772805533228986,0.19205729166666666
0.36000000000000004,0.0,0.7715047167815898,0.19140625
0.36000000000000004,0.1,0.7708532509835442,0.19140625
0.36000000000000004,0.2,0.7708532509835442,0.19205729166666666
0.36000000000000004,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.36000000000000004,0.4,0.7708532509835442,0.19205729166666666
0.36000000000000004,0.5,0.7715047167815898,0.19205729166666666
0.36000000000000004,0.6000000000000001,0.7721561825796354,0.19205729166666666
0.36000000000000004,0.7000000000000001,0.7734569990270316,0.19205729166666666
0.36000000000000004,0.8,0.772805533228986,0.19205729166666666
0.36000000000000004,0.9,0.772805533228986,0.19205729166666666
0.37,0.0,0.7715047167815898,0.19140625
0.37,0.1,0.7708532509835442,0.19140625
0.37,0.2,0.7708532509835442,0.19205729166666666
0.37,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.37,0.4,0.7708532509835442,0.19205729166666666
0.37,0.5,0.7708532509835442,0.19205729166666666
0.37,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.37,0.7000000000000001,0.772807648377681,0.19205729166666666
0.37,0.8,0.772805533228986,0.19205729166666666
0.37,0.9,0.772805533228986,0.19205729166666666
0.38,0.0,0.7715047167815898,0.19140625
0.38,0.1,0.7708532509835442,0.19140625
0.38,0.2,0.7708532509835442,0.19205729166666666
0.38,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.38,0.4,0.7708532509835442,0.19205729166666666
0.38,0.5,0.7708532509835442,0.19205729166666666
0.38,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.38,0.7000000000000001,0.7721561825796354,0.19205729166666666
0.38,0.8,0.7734569990270316,0.19205729166666666
0.38,0.9,0.772805533228986,0.19205729166666666
0.39,0.0,0.7715047167815898,0.19140625
0.39,0.1,0.7708532509835442,0.19140625
0.39,0.2,0.7708532509835442,0.19205729166666666
0.39,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.39,0.4,0.7708532509835442,0.19205729166666666
0.39,0.5,0.7708532509835442,0.19205729166666666
0.39,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.39,0.7000000000000001,0.7721561825796354,0.19205729166666666
0.39,0.8,0.7734569990270316,0.19205729166666666
0.39,0.9,0.772805533228986,0.19205729166666666
0.4,0.0,0.7715047167815898,0.19140625
0.4,0.1,0.7715047167815898,0.19140625
0.4,0.2,0.7708532509835442,0.19205729166666666
0.4,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.4,0.4,0.7708532509835442,0.19205729166666666
0.4,0.5,0.7708532509835442,0.19205729166666666
0.4,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.4,0.7000000000000001,0.7721561825796354,0.19205729166666666
0.4,0.8,0.7734569990270316,0.19205729166666666
0.4,0.9,0.772805533228986,0.19205729166666666
0.41000000000000003,0.0,0.7715047167815898,0.19140625
0.41000000000000003,0.1,0.7715047167815898,0.19140625
0.41000000000000003,0.2,0.7708532509835442,0.19205729166666666
0.41000000000000003,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.41000000000000003,0.4,0.7708532509835442,0.19205729166666666
0.41000000000000003,0.5,0.7708532509835442,0.19205729166666666
0.41000000000000003,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.41000000000000003,0.7000000000000001,0.7721561825796354,0.19205729166666666
0.41000000000000003,0.8,0.7734569990270316,0.19205729166666666
0.41000000000000003,0.9,0.772805533228986,0.19205729166666666
0.42000000000000004,0.0,0.7715047167815898,0.19140625
0.42000000000000004,0.1,0.7715047167815898,0.19140625
0.42000000000000004,0.2,0.7708532509835442,0.19140625
0.42000000000000004,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.42000000000000004,0.4,0.7708532509835442,0.19205729166666666
0.42000000000000004,0.5,0.7708532509835442,0.19205729166666666
0.42000000000000004,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.42000000000000004,0.7000000000000001,0.7721561825796354,0.19205729166666666
0.42000000000000004,0.8,0.772807648377681,0.19205729166666666
0.42000000000000004,0.9,0.772805533228986,0.19205729166666666
0.43,0.0,0.7715047167815898,0.19140625
0.43,0.1,0.7715047167815898,0.19140625
0.43,0.2,0.7708532509835442,0.19140625
0.43,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.43,0.4,0.7708532509835442,0.19205729166666666
0.43,0.5,0.7708532509835442,0.19205729166666666
0.43,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.43,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.43,0.8,0.772807648377681,0.19205729166666666
0.43,0.9,0.7734569990270316,0.19205729166666666
0.44,0.0,0.7715047167815898,0.19140625
0.44,0.1,0.7715047167815898,0.19140625
0.44,0.2,0.7708532509835442,0.19140625
0.44,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.44,0.4,0.7708532509835442,0.19205729166666666
0.44,0.5,0.7708532509835442,0.19205729166666666
0.44,0.6000000000000001,0.7715047167815898,0.19205729166666666
0.44,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.44,0.8,0.7721561825796354,0.19205729166666666
0.44,0.9,0.7734569990270316,0.19205729166666666
0.45,0.0,0.7715047167815898,0.19140625
0.45,0.1,0.7715047167815898,0.19140625
0.45,0.2,0.7708532509835442,0.19140625
0.45,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.45,0.4,0.7708532509835442,0.19205729166666666
0.45,0.5,0.7708532509835442,0.19205729166666666
0.45,0.6000000000000001,0.7708532509835442,0.19205729166666666
0.45,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.45,0.8,0.7721561825796354,0.19205729166666666
0.45,0.9,0.7734569990270316,0.19205729166666666
0.46,0.0,0.7715047167815898,0.19140625
0.46,0.1,0.7715047167815898,0.19140625
0.46,0.2,0.7708532509835442,0.19140625
0.46,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.46,0.4,0.7708532509835442,0.19205729166666666
0.46,0.5,0.7708532509835442,0.19205729166666666
0.46,0.6000000000000001,0.7708532509835442,0.19205729166666666
0.46,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.46,0.8,0.7721561825796354,0.19205729166666666
0.46,0.9,0.7734569990270316,0.19205729166666666
0.47000000000000003,0.0,0.7715047167815898,0.19140625
0.47000000000000003,0.1,0.7715047167815898,0.19140625
0.47000000000000003,0.2,0.7708532509835442,0.19140625
0.47000000000000003,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.47000000000000003,0.4,0.7708532509835442,0.19205729166666666
0.47000000000000003,0.5,0.7708532509835442,0.19205729166666666
0.47000000000000003,0.6000000000000001,0.7708532509835442,0.19205729166666666
0.47000000000000003,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.47000000000000003,0.8,0.7721561825796354,0.19205729166666666
0.47000000000000003,0.9,0.7734569990270316,0.19205729166666666
0.48000000000000004,0.0,0.7715047167815898,0.19140625
0.48000000000000004,0.1,0.7715047167815898,0.19140625
0.48000000000000004,0.2,0.7708532509835442,0.19140625
0.48000000000000004,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.48000000000000004,0.4,0.7708532509835442,0.19205729166666666
0.48000000000000004,0.5,0.7708532509835442,0.19205729166666666
0.48000000000000004,0.6000000000000001,0.7708532509835442,0.19205729166666666
0.48000000000000004,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.48000000000000004,0.8,0.7721561825796354,0.19205729166666666
0.48000000000000004,0.9,0.772807648377681,0.19205729166666666
0.49,0.0,0.7715047167815898,0.19140625
0.49,0.1,0.7715047167815898,0.19140625
0.49,0.2,0.7708532509835442,0.19140625
0.49,0.30000000000000004,0.7708532509835442,0.19205729166666666
0.49,0.4,0.7708532509835442,0.19205729166666666
0.49,0.5,0.7708532509835442,0.19205729166666666
0.49,0.6000000000000001,0.7708532509835442,0.19205729166666666
0.49,0.7000000000000001,0.7715047167815898,0.19205729166666666
0.49,0.8,0.7715047167815898,0.19205729166666666
0.49,0.9,0.7721561825796354,0.19205729166666666
