symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
OPRM1	0.6028936642480125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9865826593522009	No data	No data	No data	No data	No data	No data	0.10263277499646514	No data	No data	1	1	0	1	1	0	0.575	0	0.4585330277141071	-0.7312691704091201	0	-1	No data	0	0.5	0.5
HTR4	0.5947408478855986	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9728241746438462	No data	No data	No data	No data	No data	No data	0.1095871922128303	No data	No data	1	1	0	1	1	0	0.6649500000000004	0	-0.3163158991456554	-0.6596667487436209	0	-1	No data	0	0.75	0.5
CLCN2	0.5868608282837319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9642776214679268	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	0	0	0	0	0	0.7160350000000001	0	-0.17399458220462594	-0.872909509417718	0	No data	No data	0	0.5	0
GUCY2C	0.5771709763008768	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9451509782591649	No data	No data	No data	No data	No data	No data	0.08502902746604481	No data	No data	1	0	0	0	0	0	0.09599499999999991	No data	0.20764742654719726	-0.8621931993024681	0	No data	No data	0	1	0.5
OPRK1	0.5553212106373019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9128532934387545	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.6842100000000002	1	0.46197124400916856	-0.276899951827744	0	-1	No data	0	0.5	0.5
OPRD1	0.5549516307826172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9128532934387545	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.67742	1	0.3413211085642842	-0.17077894484562928	0	-1	No data	0	0.5	1
SLC10A2	0.5413524796365996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8887834723993533	No data	No data	No data	No data	No data	No data	0.03400500059860175	No data	No data	1	0	0	1	1	0	0.022990000000000066	No data	0.9748906022087935	-0.8087057342508172	0	-1	No data	0	1	0.5
RXRA	0.4619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.7835500000000003	0	-0.9352990206292978	-0.9803776744202416	0	-1	No data	-0.2803025000000002	0.5	-1
SSTR1	0.39627173307859687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6518369107724603	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.9360599999999998	0	-0.45301104396749325	-0.2299108817756393	0	No data	No data	0	0.5	0
SSTR3	0.39627173307859687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6518369107724603	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.28229499999999985	1	No data	No data	0	No data	No data	0	0.5	0.5
