symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ADRA1B	0.5990293855432632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9853578530593797	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7692300000000003	0	-0.1549281100229214	-0.9323474287510244	0	-1	No data	0	0.5	0
ADRA1A	0.5990293855432632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9853578530593797	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.5922750000000001	0	0.5335486559699938	-0.5954762182301893	0	-1	No data	0	0.5	0
ADRA1D	0.5990293855432632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9853578530593797	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.2307699999999997	1	0.46488851844134205	-0.8229130970392914	0	No data	No data	0	0.5	0
NR3C1	0.5956387900146617	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9797805808732655	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.5109400000000001	1	-0.7278599708272557	-0.9536043719349752	0	-1	No data	0	-1	-1
SCN5A	0.5915886902449456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9731184742887204	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7146399999999999	No data	-0.7443217336945197	-0.9769187502023968	0	-1	No data	-0.09056999999999996	1	0.5
SCN10A	0.5915886902449456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9731184742887204	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.11043000000000021	0	0.13033965409460313	-0.7917212535510667	0	-1	No data	-0.04140999999999995	No data	No data
SCN4A	0.5889732265086931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9688162350428591	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.626905	No data	-0.6547197332777662	-0.8611597120123354	0	No data	No data	-0.2715150000000001	0.75	0.5
SCN7A	0.5841071709067188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9608119430723067	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	No data	-0.15565742863096477	No data	0	No data	No data	0	0.5	0
SCN1A	0.5841071709067188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9608119430723067	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9079149999999998	No data	-0.9937486976453428	-0.9660827336174976	0	-1	No data	-0.6864100000000001	0.5	0.5
SCN9A	0.5841071709067188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9608119430723067	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.660465	1	-0.24901021046051264	-0.8488954393501088	0	No data	No data	-0.4693149999999999	0.5	0
