symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CHRNA4	0.7225475309843956	0.6117418370544446	No data	0.3240411347031696	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	0.994756201978417	No data	No data	No data	No data	No data	No data	0.38716731436267493	No data	No data	1	1	0	1	1	0	0.1786299999999997	0	-0.11168993540320904	-0.7268094584579393	0	-1	No data	0	0.5	0.5
SLC6A3	0.7098001025887787	No data	No data	0.2947483462436747	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9790837180308395	No data	No data	No data	No data	No data	No data	0.3000830201665224	No data	No data	1	0	0	1	1	0	0.67742	0	-0.8223588247551573	-0.8773267414841659	0	-1	No data	-0.16129	1	1
CHRNB2	0.6082345444066615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.994756201978417	No data	No data	No data	No data	No data	No data	0.11486876869976503	No data	No data	1	1	0	1	1	1	0.36255000000000026	No data	-0.1115857470306314	-0.869347545750257	0	-1	No data	-0.07370499999999999	0.75	0.5
SLC6A2	0.5952902673910241	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9792072876217854	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7082650000000001	0	-0.527714107105647	-0.8541480885180219	0	-1	No data	-0.1693674999999999	0.5	0.5
OPRM1	0.5157582684637432	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8300295287456069	No data	No data	No data	No data	No data	No data	0.3670731950433818	No data	No data	1	1	0	1	1	0	0.575	0	0.4585330277141071	-0.7312691704091201	0	-1	No data	0	0.5	0.5
ASXL1	0.5116056019789439	No data	0.8415523674551278	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.14482183788289227	-0.9242078669203868	0	No data	-1	0	-1	-1
OPRK1	0.5106789608935883	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8319217782204639	No data	No data	No data	No data	No data	No data	0.16212670023971917	No data	No data	1	1	0	1	1	0	0.6842100000000002	1	0.46197124400916856	-0.276899951827744	0	-1	No data	0	0.5	0.5
ADRB2	0.5098456756446206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8386574222718315	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.4067799999999998	1	-0.3875807459887477	-0.9089583874335985	0	-1	No data	0	-1	0
OPRD1	0.5070027825069653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8300295287456069	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	1	1	0	1	1	0	0.67742	1	0.3413211085642842	-0.17077894484562928	0	-1	No data	0	0.5	1
ADRB1	0.4701877040155372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.5178199999999997	0	0.644613461137737	-0.5294145467853534	0	-1	No data	0	0.5	0
